PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,Type_Co-op for sale,Type_Coming Soon,Type_Condo for sale,Type_Condop for sale,Type_Contingent,Type_For sale,Type_Foreclosure,Type_House for sale,Type_Land for sale,Type_Mobile house for sale,Type_Multi-family home for sale,Type_Pending,Type_Townhouse for sale
-0.04781477223605984,0.6217120540833433,0.835220866100158,-0.042772339949691984,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.06556008133306998,-0.9000559246147866,-0.6872952735745371,-0.6253783143461029,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.05779455942594251,-0.9000559246147866,-0.6872952735745371,-0.690209655857884,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.033721815755867,2.9043640221305376,0.835220866100158,0.4285690348251488,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.06568482867294351,-0.9000559246147866,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.037928545551082306,-0.9000559246147866,-0.6872952735745371,-0.5969050900334963,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.03686819316215727,1.0021540487578757,1.3427262459917229,0.48726768186959923,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.05243042381138057,1.0021540487578757,-0.17978989368297218,0.3834499255297877,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.007209513107224668,1.7630380381069406,0.835220866100158,0.4478432174367594,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.034342059529718215,1.382596043432408,1.3427262459917229,0.12368650987785401,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0680269599790691,-0.9000559246147866,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.06275326618591547,-0.5196139299402541,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.05246161064634896,0.24127005940881074,0.32771548620859287,-0.25697859670145506,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05828284032638042,-0.13917193526572172,-0.17978989368297218,0.09740353358929411,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.04853206944033265,-0.5196139299402541,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0640007395846508,-0.5196139299402541,-0.6872952735745371,-0.5872679987276911,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.04653611200235611,-0.5196139299402541,-0.17978989368297218,-0.2880801186429176,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.05027853219856212,-0.5196139299402541,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.036837006327188886,0.24127005940881074,-0.17978989368297218,0.15697827984336318,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.06738451117872041,-0.5196139299402541,-0.6872952735745371,-0.5596708736247031,0.0,-2.035282948784849,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.011918725187450558,-0.13917193526572172,0.32771548620859287,0.24590234961965748,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
0.027096005357997048,-0.5196139299402541,-0.17978989368297218,-0.38445103170097056,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.022802930591416356,-0.5196139299402541,-0.17978989368297218,-0.3989066686596785,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.04154621840741477,0.24127005940881074,0.835220866100158,0.16486317272993115,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04311179752282762,-0.13917193526572172,0.835220866100158,0.09740353358929411,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04311179752282762,-0.13917193526572172,0.835220866100158,0.09740353358929411,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02397732186115871,-0.13917193526572172,-0.17978989368297218,-0.09884268936528642,0.0,0.4913321759989405,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.04778358540109145,-0.9000559246147866,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.05681217412443844,-0.9000559246147866,-0.6872952735745371,-0.6034758341056363,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.050871082062961405,-0.9000559246147866,-0.6872952735745371,-0.5881440979373097,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.015006221849320513,-0.5196139299402541,-0.17978989368297218,-0.5031624746042994,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.03527766457876971,-0.5196139299402541,-0.17978989368297218,-0.4278179425770944,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.030755573508354117,-0.5196139299402541,-0.17978989368297218,-0.4361408850684717,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06808621496550903,-0.9000559246147866,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.054928863534367704,-0.13917193526572172,-0.17978989368297218,-0.3406460712200374,0.0,-2.035282948784849,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.027824011021326082,1.0021540487578757,-0.17978989368297218,0.7019119882261717,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
1.9528830646556707,-0.13917193526572172,-0.17978989368297218,5.704438475148738,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.024518206514677444,-0.13917193526572172,0.32771548620859287,-0.33495142635751607,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.05383383138495783,-0.13917193526572172,-0.17978989368297218,-0.6021616852912084,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.03761667720139847,-0.5196139299402541,-0.17978989368297218,-0.4654902085906969,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
0.015556876419695198,2.143480032781473,-0.17978989368297218,0.07550105334882753,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.049374113984479,-0.13917193526572172,0.835220866100158,-0.012108867613038778,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.02171139136752294,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8925306757306357,-0.13917193526572172,0.835220866100158,1.0138033068504158,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
0.005265220880128683,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.07054997492801132,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.06587194968275381,0.6217120540833433,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022802930591416356,-0.5196139299402541,-0.17978989368297218,-0.4873926888311635,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3296083045513158,0.6217120540833433,0.835220866100158,0.5109223605293032,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,0,0,1
0.10506309277895548,-0.13917193526572172,-0.17978989368297218,0.019868753538042426,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.0664644995471531,0.6217120540833433,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04463371506928473,1.0021540487578757,-0.17978989368297218,0.5284443447216765,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.05601690983274466,-0.13917193526572172,-0.17978989368297218,-0.4720609526628369,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.19862359768410562,1.0021540487578757,1.850231625883288,0.0027848189504784955,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05570504148306083,-0.13917193526572172,-0.6872952735745371,-0.37744223802402127,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06755603877104652,-0.9000559246147866,-0.6872952735745371,-0.6801345149472694,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.04463371506928473,-0.9000559246147866,-0.6872952735745371,-0.6818867133665066,0.0,0.4913321759989405,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.06446854210917656,-0.13917193526572172,-0.6872952735745371,-0.2653015391928324,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0619424084767375,0.6217120540833433,-0.6872952735745371,-0.5158659131437701,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.05554910730821891,-0.5196139299402541,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04962360866422607,1.0021540487578757,0.32771548620859287,0.1499694861664139,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.057451504241290294,-0.5196139299402541,-0.17978989368297218,-0.4720609526628369,0.0,-2.035282948784849,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.03387425700519246,0.24127005940881074,-0.17978989368297218,-0.08000655635848516,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.06662043372199501,-0.13917193526572172,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.061786474301895586,1.382596043432408,0.32771548620859287,0.09083278951715414,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
1.641014714971837,1.7630380381069406,2.865242385666418,4.302679739758877,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06552889449810159,-0.9000559246147866,-0.6872952735745371,-0.5158659131437701,0.0,-2.035282948784849,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.04622424365267228,-0.13917193526572172,-0.17978989368297218,-0.32312408702766415,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.00315522456133483,-0.5196139299402541,-0.17978989368297218,-0.3406460712200374,0.0,0.4913321759989405,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.054020952394768125,0.24127005940881074,0.32771548620859287,0.0027848189504784955,0.0,0.4913321759989405,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.051214137247613624,1.0021540487578757,0.835220866100158,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.027636890011515782,0.24127005940881074,-0.17978989368297218,0.3602332964748931,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0489267898358654,0.6217120540833433,-0.17978989368297218,0.5915234878142202,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06412548692452434,-0.5196139299402541,-0.6872952735745371,-0.525064954844766,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06490518898556889,-0.13917193526572172,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,1,0
0.009787311950544273,1.0021540487578757,1.3427262459917229,1.1136786167469432,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
0.07543559955899128,1.0021540487578757,-0.17978989368297218,0.7798848178822327,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.052617544821190874,-0.13917193526572172,0.32771548620859287,-0.35816805541241065,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05277697192154925,0.24127005940881074,-0.17978989368297218,0.29277365733425603,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.061786474301895586,0.24127005940881074,-0.17978989368297218,-0.08657730043062514,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06347056339018829,0.6217120540833433,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.06599669702262734,-0.13917193526572172,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06431260793433465,-0.13917193526572172,-0.17978989368297218,-0.41774280166647976,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6991722989266588,1.0021540487578757,2.865242385666418,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.039955689824027224,2.143480032781473,0.835220866100158,0.4811349874022686,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06462447628401848,1.0021540487578757,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.05398976555979974,-0.13917193526572172,-0.17978989368297218,-0.28720401943329893,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04934292714951062,0.24127005940881074,-0.17978989368297218,-0.0887675484546718,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06618381803243764,-0.13917193526572172,-0.17978989368297218,-0.4768794983157395,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.0369929405020308,0.24127005940881074,0.835220866100158,0.2305706134513309,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.47150840365746016,0.6217120540833433,1.850231625883288,1.4549192588934126,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06836689648022448,-0.5196139299402541,-0.17978989368297218,-0.5307595997072873,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.050590400548245956,-0.13917193526572172,-0.17978989368297218,-0.4282559921819037,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06568482867294351,0.24127005940881074,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05869897764002563,-0.9000559246147866,-0.6872952735745371,-0.6779442669232227,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.0353088514137381,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.07208124852495894,-0.5196139299402541,-0.6872952735745371,-0.6472807945865695,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.03839634807560805,3.284806016805071,1.850231625883288,1.4588617053366966,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.019687365778074856,0.6217120540833433,0.835220866100158,0.6843900040337985,0.0,0.4913321759989405,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030630826168480584,-0.13917193526572172,0.835220866100158,-0.08088265556810383,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.054020952394768125,-0.13917193526572172,-0.17978989368297218,-0.4361408850684717,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.05869897764002563,0.6217120540833433,-0.17978989368297218,-0.1829482134886781,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04151503157244639,0.6217120540833433,0.835220866100158,0.41805584430972487,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08167296655266795,2.5239220274560052,3.372747765557983,1.8605531929468537,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.07145439314209444,-0.9000559246147866,-0.6872952735745371,-0.6648027787789428,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,0,1,0
1.6722015499402203,2.9043640221305376,3.880253145449548,9.559274997470856,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05398976555979974,-0.13917193526572172,-0.17978989368297218,-0.23639026527541654,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.05866779080505725,0.24127005940881074,0.32771548620859287,-0.16805452692516082,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.06334581605031475,-0.5196139299402541,-0.6872952735745371,-0.7392712115965291,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.039986876658995606,0.24127005940881074,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.07145439314209444,-0.9000559246147866,-0.6872952735745371,-0.7567931957889024,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.048095453750775286,0.24127005940881074,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.053709084045084295,1.7630380381069406,0.32771548620859287,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.061786505488730555,-0.13917193526572172,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0664644995471531,-0.13917193526572172,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.019996115444261855,-0.5196139299402541,-0.17978989368297218,-0.45804336530893824,0.0,0.4913321759989405,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.05398976555979974,0.24127005940881074,-0.17978989368297218,0.02906779523903839,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.037928545551082306,-0.13917193526572172,0.835220866100158,0.5792580988795588,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05149793744582591,-0.13917193526572172,-0.17978989368297218,-0.4501584724223703,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01562995854868818,-0.13917193526572172,0.835220866100158,0.42594073719629283,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0602583193884448,-0.5196139299402541,-0.17978989368297218,-0.275376680103447,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.03761667720139847,-0.13917193526572172,-0.17978989368297218,0.031696092867894377,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
0.011502587873805358,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.04323030749570748,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.011887538352482175,-0.13917193526572172,-0.17978989368297218,-0.0778163083344385,0.0,-2.035282948784849,0,0,1,0,0,0,0,0,0,0,0,0,0
0.39354131623650174,1.7630380381069406,1.850231625883288,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
0.013061929622224527,0.24127005940881074,1.850231625883288,2.6963518389230585,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
0.006824562628547852,0.6217120540833433,0.835220866100158,0.37074648699031704,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
0.034892714100092884,1.0021540487578757,1.850231625883288,1.6743821109028876,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.05710844905663808,-0.9000559246147866,-0.6872952735745371,0.0027848189504784955,0.0,0.4913321759989405,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.05027853219856212,-0.13917193526572172,0.835220866100158,0.0027848189504784955,0.0,-2.035282948784849,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.05321009468559016,-0.13917193526572172,-0.17978989368297218,0.09740353358929411,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04684798035203995,0.24127005940881074,-0.17978989368297218,-0.4116101071991491,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04560399987882107,-0.13917193526572172,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0005871956348711755,0.24127005940881074,-0.17978989368297218,-0.12512566565384634,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.02030798379394569,1.0021540487578757,-0.17978989368297218,0.37074648699031704,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.061006803427686,0.6217120540833433,-0.17978989368297218,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003705879131709513,0.6217120540833433,-0.17978989368297218,-0.31874359097957083,0.0,0.4913321759989405,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.043136746990802326,0.24127005940881074,0.835220866100158,-0.0778163083344385,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0369929405020308,0.24127005940881074,0.835220866100158,0.22356181977438158,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.02283411742638474,-0.13917193526572172,-0.17978989368297218,-0.055037728884353265,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04447778089444281,0.24127005940881074,0.835220866100158,-0.034011347853505354,0.0,-2.035282948784849,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04466490190425311,1.0021540487578757,0.32771548620859287,0.0027848189504784955,0.0,0.4913321759989405,0,0,0,0,0,0,0,0,0,0,1,0,0
